Test,DAYSBACK,PCTMIN,PCTMAX,ATHMIN,ATHMAX,MAXBUYS,BUYDROP,TARGET,STOPLOSS,MAXDURA,WinRate,TotalTrade,Executed,Open,Closed,ProfitTGT,LossSL,LossFEMD,LossFECD,ProfitFEMD,ProfitFECD,Pending,Expired,Invalid,TotalRows,Wins,Losses,TotalStock,SumProfit,SumGainFin,Dur5,Dur10,Dur15,Dur20,Dur25,Dur30,Dur35,Dur40,ExitTGT,ExitSL,ExitFEMD,ExitFECD
230566,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,20,66.67,222,186,6,180,78,33,27,0,42,0,0,36,2,224,120,60,224,119135.26,1218.63,26,39,28,87,0,0,0,0,78,33,69,0
230567,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,20,65.56,222,186,6,180,0,33,29,0,118,0,0,36,2,224,118,62,224,165449.58,1685.34,6,13,7,154,0,0,0,0,0,33,147,0
230568,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,20,70.0,222,186,6,180,81,0,54,0,45,0,0,36,2,224,126,54,224,143783.21,1468.48,20,27,21,112,0,0,0,0,81,0,99,0
230569,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,30,65.71,222,186,11,175,87,45,15,0,28,0,0,36,2,224,115,60,224,113693.81,1163.39,26,39,28,18,10,54,0,0,87,45,43,0
230570,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,30,62.64,222,186,12,174,0,47,18,0,109,0,0,36,2,224,109,65,224,143866.45,1481.43,6,13,7,7,7,134,0,0,0,47,127,0
230571,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,30,73.99,222,186,13,173,93,0,45,0,35,0,0,36,2,224,128,45,224,159810.32,1633.86,20,27,21,13,6,86,0,0,93,0,80,0
230572,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,40,63.43,222,186,11,175,91,50,13,1,5,15,0,36,2,224,111,64,224,110378.69,1137.0,26,39,28,18,10,11,7,36,91,50,18,16
230573,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,40,58.38,221,185,12,173,0,54,17,1,17,84,0,36,3,224,101,72,224,158650.89,1642.86,6,13,7,7,7,7,6,120,0,54,34,85
230574,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,40,73.41,222,186,13,173,98,0,33,13,6,23,0,36,2,224,127,46,224,152240.94,1563.87,20,27,21,13,6,6,4,76,98,0,39,36
230575,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,50,62.29,222,186,11,175,91,52,0,14,0,18,0,36,2,224,109,66,224,106361.19,1096.19,26,39,28,18,10,11,7,36,91,52,0,32
230576,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,50,56.65,221,185,12,173,0,57,0,18,0,98,0,36,3,224,98,75,224,152928.8,1584.49,6,13,7,7,7,7,6,120,0,57,0,116
230577,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,50,72.25,222,186,13,173,98,0,0,48,0,27,0,36,2,224,125,48,224,144051.76,1480.51,20,27,21,13,6,6,4,76,98,0,0,75
230578,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,60,62.29,222,186,11,175,91,52,0,14,0,18,0,36,2,224,109,66,224,106361.19,1096.19,26,39,28,18,10,11,7,36,91,52,0,32
230579,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,60,56.65,221,185,12,173,0,57,0,18,0,98,0,36,3,224,98,75,224,152928.8,1584.49,6,13,7,7,7,7,6,120,0,57,0,116
230580,20,-0.08,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,60,72.25,222,186,13,173,98,0,0,48,0,27,0,36,2,224,125,48,224,144051.76,1480.51,20,27,21,13,6,6,4,76,98,0,0,75
230581,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,20,76.09,222,186,2,184,127,30,14,0,13,0,0,36,2,224,140,44,224,75337.79,913.32,88,39,20,37,0,0,0,0,127,30,27,0
230582,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,20,68.89,222,186,6,180,0,33,23,0,124,0,0,36,2,224,124,56,224,186159.36,1940.34,6,13,7,154,0,0,0,0,0,33,147,0
230583,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,20,81.52,222,186,2,184,134,0,34,0,16,0,0,36,2,224,150,34,224,106543.89,1131.32,83,28,16,57,0,0,0,0,134,0,50,0
230584,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,30,76.8,222,186,5,181,136,36,6,0,3,0,0,36,2,224,139,42,224,78829.35,940.46,88,39,20,10,9,15,0,0,136,36,9,0
230585,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,30,63.22,222,186,12,174,0,47,17,0,110,0,0,36,2,224,110,64,224,165256.31,1781.88,6,13,7,7,7,134,0,0,0,47,127,0
230586,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,30,88.83,222,186,7,179,151,0,20,0,8,0,0,36,2,224,159,20,224,136324.27,1301.16,83,28,16,7,11,34,0,0,151,0,28,0
230587,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,40,77.35,222,186,5,181,137,38,3,0,3,0,0,36,2,224,140,41,224,74772.85,924.02,88,39,20,10,9,6,1,8,137,38,6,0
230588,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,40,59.54,221,185,12,173,0,54,15,1,19,84,0,36,3,224,103,70,224,169962.91,1963.23,6,13,7,7,7,7,6,120,0,54,34,85
230589,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,40,88.83,222,186,7,179,153,0,16,4,4,2,0,36,2,224,159,20,224,127995.64,1263.12,83,28,16,7,11,6,1,27,153,0,20,6
230590,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,50,75.69,222,186,5,181,137,40,0,4,0,0,0,36,2,224,137,44,224,70464.95,896.67,88,39,20,10,9,6,1,8,137,40,0,4
230591,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,50,57.23,221,185,12,173,0,57,0,17,0,99,0,36,3,224,99,74,224,162238.75,1903.86,6,13,7,7,7,7,6,120,0,57,0,116
230592,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,50,87.15,222,186,7,179,153,0,0,23,0,3,0,36,2,224,156,23,224,117985.08,1206.5,83,28,16,7,11,6,1,27,153,0,0,26
230593,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,60,75.69,222,186,5,181,137,40,0,4,0,0,0,36,2,224,137,44,224,70464.95,896.67,88,39,20,10,9,6,1,8,137,40,0,4
230594,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,60,57.23,221,185,12,173,0,57,0,17,0,99,0,36,3,224,99,74,224,162238.75,1903.86,6,13,7,7,7,7,6,120,0,57,0,116
230595,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,60,87.15,222,186,7,179,153,0,0,23,0,3,0,36,2,224,156,23,224,117985.08,1206.5,83,28,16,7,11,6,1,27,153,0,0,26
230596,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,20,70.0,222,186,6,180,80,33,21,0,46,0,0,36,2,224,126,54,224,133314.69,1461.42,27,41,28,84,0,0,0,0,80,33,67,0
230597,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,20,68.89,222,186,6,180,0,33,23,0,124,0,0,36,2,224,124,56,224,186159.36,1940.34,6,13,7,154,0,0,0,0,0,33,147,0
230598,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,20,76.67,222,186,6,180,84,0,42,0,54,0,0,36,2,224,138,42,224,176539.03,1747.91,21,29,22,108,0,0,0,0,84,0,96,0
230599,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,30,66.29,222,186,11,175,92,45,14,0,24,0,0,36,2,224,116,59,224,133003.16,1438.31,27,41,28,17,10,52,0,0,92,45,38,0
230600,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,30,63.22,222,186,12,174,0,47,17,0,110,0,0,36,2,224,110,64,224,165256.31,1781.88,6,13,7,7,7,134,0,0,0,47,127,0
230601,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,30,80.92,222,186,13,173,101,0,33,0,39,0,0,36,2,224,140,33,224,219475.29,1969.7,21,29,22,12,7,82,0,0,101,0,72,0
230602,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,40,65.14,222,186,11,175,97,50,10,1,7,10,0,36,2,224,114,61,224,129515.71,1452.9,27,41,28,17,10,14,9,29,97,50,17,11
230603,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,40,59.54,221,185,12,173,0,54,15,1,19,84,0,36,3,224,103,70,224,169962.91,1963.23,6,13,7,7,7,7,6,120,0,54,34,85
230604,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,40,78.61,222,186,13,173,108,0,29,8,8,20,0,36,2,224,136,37,224,206775.27,1937.73,21,29,22,12,7,10,6,66,108,0,37,28
230605,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,50,63.43,222,186,11,175,97,52,0,12,0,14,0,36,2,224,111,64,224,124653.42,1415.35,27,41,28,17,10,14,9,29,97,52,0,26
230606,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,50,57.23,221,185,12,173,0,57,0,17,0,99,0,36,3,224,99,74,224,162238.75,1903.86,6,13,7,7,7,7,6,120,0,57,0,116
230607,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,50,76.88,222,186,13,173,108,0,0,40,0,25,0,36,2,224,133,40,224,194623.27,1862.92,21,29,22,12,7,10,6,66,108,0,0,65
230608,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,60,63.43,222,186,11,175,97,52,0,12,0,14,0,36,2,224,111,64,224,124653.42,1415.35,27,41,28,17,10,14,9,29,97,52,0,26
230609,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,60,57.23,221,185,12,173,0,57,0,17,0,99,0,36,3,224,99,74,224,162238.75,1903.86,6,13,7,7,7,7,6,120,0,57,0,116
230610,20,-0.08,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,60,76.88,222,186,13,173,108,0,0,40,0,25,0,36,2,224,133,40,224,194623.27,1862.92,21,29,22,12,7,10,6,66,108,0,0,65
230611,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,20,73.37,222,186,2,184,124,30,19,0,11,0,0,36,2,224,135,49,224,70301.3,721.54,87,38,17,42,0,0,0,0,124,30,30,0
230612,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,20,65.56,222,186,6,180,0,33,29,0,118,0,0,36,2,224,118,62,224,165449.58,1685.34,6,13,7,154,0,0,0,0,0,33,147,0
230613,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,20,76.09,222,186,2,184,128,0,44,0,12,0,0,36,2,224,140,44,224,88052.03,901.3,82,26,13,63,0,0,0,0,128,0,56,0
230614,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,30,75.14,222,186,5,181,134,37,8,0,2,0,0,36,2,224,136,45,224,72760.8,746.79,87,38,17,12,9,18,0,0,134,37,10,0
230615,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,30,62.64,222,186,12,174,0,47,18,0,109,0,0,36,2,224,109,65,224,143866.45,1481.43,6,13,7,7,7,134,0,0,0,47,127,0
230616,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,30,82.12,222,186,7,179,145,0,32,0,2,0,0,36,2,224,147,32,224,106885.25,1094.29,82,26,13,7,8,43,0,0,145,0,34,0
230617,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,40,75.69,222,186,5,181,135,40,4,0,2,0,0,36,2,224,137,44,224,70131.35,722.16,87,38,17,12,9,8,2,8,135,40,6,0
230618,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,40,58.38,221,185,12,173,0,54,17,1,17,84,0,36,3,224,101,72,224,158650.89,1642.86,6,13,7,7,7,7,6,120,0,54,34,85
230619,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,40,84.92,222,186,7,179,147,0,21,6,2,3,0,36,2,224,152,27,224,102249.44,1048.95,82,26,13,7,8,9,1,33,147,0,23,9
230620,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,50,74.59,222,186,5,181,135,42,0,4,0,0,0,36,2,224,135,46,224,67490.27,695.64,87,38,17,12,9,8,2,8,135,42,0,4
230621,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,50,56.65,221,185,12,173,0,57,0,18,0,98,0,36,3,224,98,75,224,152928.8,1584.49,6,13,7,7,7,7,6,120,0,57,0,116
230622,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,50,83.8,222,186,7,179,147,0,0,29,0,3,0,36,2,224,150,29,224,96257.73,988.22,82,26,13,7,8,9,1,33,147,0,0,32
230623,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,60,74.59,222,186,5,181,135,42,0,4,0,0,0,36,2,224,135,46,224,67490.27,695.64,87,38,17,12,9,8,2,8,135,42,0,4
230624,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,60,56.65,221,185,12,173,0,57,0,18,0,98,0,36,3,224,98,75,224,152928.8,1584.49,6,13,7,7,7,7,6,120,0,57,0,116
230625,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,60,83.8,222,186,7,179,147,0,0,29,0,3,0,36,2,224,150,29,224,96257.73,988.22,82,26,13,7,8,9,1,33,147,0,0,32
230626,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,20,66.67,222,186,6,180,78,33,27,0,42,0,0,36,2,224,120,60,224,119135.26,1218.63,26,39,28,87,0,0,0,0,78,33,69,0
230627,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,20,65.56,222,186,6,180,0,33,29,0,118,0,0,36,2,224,118,62,224,165449.58,1685.34,6,13,7,154,0,0,0,0,0,33,147,0
230628,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,20,70.0,222,186,6,180,81,0,54,0,45,0,0,36,2,224,126,54,224,143783.21,1468.48,20,27,21,112,0,0,0,0,81,0,99,0
230629,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,30,65.71,222,186,11,175,87,45,15,0,28,0,0,36,2,224,115,60,224,113693.81,1163.39,26,39,28,18,10,54,0,0,87,45,43,0
230630,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,30,62.64,222,186,12,174,0,47,18,0,109,0,0,36,2,224,109,65,224,143866.45,1481.43,6,13,7,7,7,134,0,0,0,47,127,0
230631,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,30,73.99,222,186,13,173,93,0,45,0,35,0,0,36,2,224,128,45,224,159810.32,1633.86,20,27,21,13,6,86,0,0,93,0,80,0
230632,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,40,63.43,222,186,11,175,91,50,13,1,5,15,0,36,2,224,111,64,224,110378.69,1137.0,26,39,28,18,10,11,7,36,91,50,18,16
230633,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,40,58.38,221,185,12,173,0,54,17,1,17,84,0,36,3,224,101,72,224,158650.89,1642.86,6,13,7,7,7,7,6,120,0,54,34,85
230634,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,40,73.41,222,186,13,173,98,0,33,13,6,23,0,36,2,224,127,46,224,152240.94,1563.87,20,27,21,13,6,6,4,76,98,0,39,36
230635,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,50,62.29,222,186,11,175,91,52,0,14,0,18,0,36,2,224,109,66,224,106361.19,1096.19,26,39,28,18,10,11,7,36,91,52,0,32
230636,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,50,56.65,221,185,12,173,0,57,0,18,0,98,0,36,3,224,98,75,224,152928.8,1584.49,6,13,7,7,7,7,6,120,0,57,0,116
230637,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,50,72.25,222,186,13,173,98,0,0,48,0,27,0,36,2,224,125,48,224,144051.76,1480.51,20,27,21,13,6,6,4,76,98,0,0,75
230638,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,60,62.29,222,186,11,175,91,52,0,14,0,18,0,36,2,224,109,66,224,106361.19,1096.19,26,39,28,18,10,11,7,36,91,52,0,32
230639,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,60,56.65,221,185,12,173,0,57,0,18,0,98,0,36,3,224,98,75,224,152928.8,1584.49,6,13,7,7,7,7,6,120,0,57,0,116
230640,20,-0.08,-0.05,-0.6,-0.45,2,0.2,0.2,0.15,60,72.25,222,186,13,173,98,0,0,48,0,27,0,36,2,224,125,48,224,144051.76,1480.51,20,27,21,13,6,6,4,76,98,0,0,75
230641,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,20,72.2,305,263,4,259,171,43,29,0,16,0,0,42,3,308,187,72,308,91415.67,941.66,117,53,27,62,0,0,0,0,171,43,45,0
230642,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,20,64.96,305,263,9,254,0,46,43,0,165,0,0,42,3,308,165,89,308,197005.1,2015.31,9,17,11,217,0,0,0,0,0,46,208,0
230643,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,20,75.29,305,263,4,259,178,0,64,0,17,0,0,42,3,308,195,64,308,116401.84,1194.87,109,37,20,93,0,0,0,0,178,0,81,0
230644,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,30,74.51,305,263,8,255,188,54,11,0,2,0,0,42,3,308,190,65,308,98621.97,1017.54,117,53,27,17,15,26,0,0,188,54,13,0
230645,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,30,62.35,305,263,16,247,0,67,26,0,154,0,0,42,3,308,154,93,308,180492.8,1863.54,9,17,11,9,14,187,0,0,0,67,180,0
230646,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,30,80.63,305,263,10,253,202,0,49,0,2,0,0,42,3,308,204,49,308,145216.64,1492.36,109,37,20,12,10,65,0,0,202,0,51,0
230647,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,40,75.2,305,263,9,254,189,57,6,0,2,0,0,42,3,308,191,63,308,96166.32,994.4,117,53,27,17,15,13,2,10,189,57,8,0
230648,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,40,57.79,304,262,18,244,0,74,23,6,23,118,0,42,4,308,141,103,308,200672.1,2077.69,9,17,11,9,14,7,7,170,0,74,46,124
230649,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,40,83.33,305,263,11,252,205,0,31,11,2,3,0,42,3,308,210,42,308,138541.1,1425.62,109,37,20,12,10,14,1,49,205,0,33,14
230650,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,50,74.41,305,263,9,254,189,59,0,6,0,0,0,42,3,308,189,65,308,93336.44,965.91,117,53,27,17,15,13,2,10,189,59,0,6
230651,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,50,56.97,304,262,18,244,0,77,0,28,0,139,0,42,4,308,139,105,308,194581.68,2015.09,9,17,11,9,14,7,7,170,0,77,0,167
230652,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,50,82.54,305,263,11,252,205,0,0,44,0,3,0,42,3,308,208,44,308,131052.87,1349.42,109,37,20,12,10,14,1,49,205,0,0,47
230653,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,60,74.41,305,263,9,254,189,59,0,6,0,0,0,42,3,308,189,65,308,93336.44,965.91,117,53,27,17,15,13,2,10,189,59,0,6
230654,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,60,56.97,304,262,18,244,0,77,0,28,0,139,0,42,4,308,139,105,308,194581.68,2015.09,9,17,11,9,14,7,7,170,0,77,0,167
230655,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.1,0.15,60,82.54,305,263,11,252,205,0,0,44,0,3,0,42,3,308,208,44,308,131052.87,1349.42,109,37,20,12,10,14,1,49,205,0,0,47
230656,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,20,65.75,305,263,9,254,98,46,41,0,69,0,0,42,3,308,167,87,308,150694.1,1548.34,29,50,40,135,0,0,0,0,98,46,110,0
230657,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,20,64.96,305,263,9,254,0,46,43,0,165,0,0,42,3,308,165,89,308,197005.1,2015.31,9,17,11,217,0,0,0,0,0,46,208,0
230658,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,20,69.29,305,263,9,254,102,0,78,0,74,0,0,42,3,308,176,78,308,183661.78,1882.58,20,34,29,171,0,0,0,0,102,0,152,0
230659,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,30,64.52,305,263,15,248,119,65,23,0,41,0,0,42,3,308,160,88,308,153302.75,1577.03,29,50,40,25,23,81,0,0,119,65,64,0
230660,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,30,62.35,305,263,16,247,0,67,26,0,154,0,0,42,3,308,154,93,308,180492.8,1863.54,9,17,11,9,14,187,0,0,0,67,180,0
230661,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,30,71.54,305,263,17,246,127,0,70,0,49,0,0,42,3,308,176,70,308,211813.47,2174.14,20,34,29,19,13,131,0,0,127,0,119,0
230662,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,40,61.38,305,263,17,246,125,70,19,6,7,19,0,42,3,308,151,95,308,146249.82,1509.86,29,50,40,25,23,17,7,55,125,70,26,25
230663,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,40,57.79,304,262,18,244,0,74,23,6,23,118,0,42,4,308,141,103,308,200672.1,2077.69,9,17,11,9,14,7,7,170,0,74,46,124
230664,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,40,70.08,305,263,19,244,135,0,49,24,9,27,0,42,3,308,171,73,308,198923.85,2047.32,20,34,29,19,13,12,4,113,135,0,58,51
230665,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,50,60.98,305,263,17,246,125,72,0,24,0,25,0,42,3,308,150,96,308,141956.14,1465.74,29,50,40,25,23,17,7,55,125,72,0,49
230666,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,50,56.97,304,262,18,244,0,77,0,28,0,139,0,42,4,308,139,105,308,194581.68,2015.09,9,17,11,9,14,7,7,170,0,77,0,167
230667,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,50,69.26,305,263,19,244,135,0,0,75,0,34,0,42,3,308,169,75,308,187712.88,1932.66,20,34,29,19,13,12,4,113,135,0,0,109
230668,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,60,60.98,305,263,17,246,125,72,0,24,0,25,0,42,3,308,150,96,308,141956.14,1465.74,29,50,40,25,23,17,7,55,125,72,0,49
230669,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,60,56.97,304,262,18,244,0,77,0,28,0,139,0,42,4,308,139,105,308,194581.68,2015.09,9,17,11,9,14,7,7,170,0,77,0,167
230670,20,-0.08,-0.05,-0.6,-0.4,1,0.1,0.2,0.15,60,69.26,305,263,19,244,135,0,0,75,0,34,0,42,3,308,169,75,308,187712.88,1932.66,20,34,29,19,13,12,4,113,135,0,0,109
230671,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,20,72.2,305,263,4,259,171,43,29,0,16,0,0,42,3,308,187,72,308,91415.67,941.66,117,53,27,62,0,0,0,0,171,43,45,0
230672,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,20,64.96,305,263,9,254,0,46,43,0,165,0,0,42,3,308,165,89,308,197005.1,2015.31,9,17,11,217,0,0,0,0,0,46,208,0
230673,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,20,75.29,305,263,4,259,178,0,64,0,17,0,0,42,3,308,195,64,308,116401.84,1194.87,109,37,20,93,0,0,0,0,178,0,81,0
230674,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,30,74.51,305,263,8,255,188,54,11,0,2,0,0,42,3,308,190,65,308,98621.97,1017.54,117,53,27,17,15,26,0,0,188,54,13,0
230675,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,30,62.35,305,263,16,247,0,67,26,0,154,0,0,42,3,308,154,93,308,180492.8,1863.54,9,17,11,9,14,187,0,0,0,67,180,0
230676,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,30,80.63,305,263,10,253,202,0,49,0,2,0,0,42,3,308,204,49,308,145216.64,1492.36,109,37,20,12,10,65,0,0,202,0,51,0
230677,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,40,75.2,305,263,9,254,189,57,6,0,2,0,0,42,3,308,191,63,308,96166.32,994.4,117,53,27,17,15,13,2,10,189,57,8,0
230678,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,40,57.79,304,262,18,244,0,74,23,6,23,118,0,42,4,308,141,103,308,200672.1,2077.69,9,17,11,9,14,7,7,170,0,74,46,124
230679,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,40,83.33,305,263,11,252,205,0,31,11,2,3,0,42,3,308,210,42,308,138541.1,1425.62,109,37,20,12,10,14,1,49,205,0,33,14
230680,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,50,74.41,305,263,9,254,189,59,0,6,0,0,0,42,3,308,189,65,308,93336.44,965.91,117,53,27,17,15,13,2,10,189,59,0,6
230681,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,50,56.97,304,262,18,244,0,77,0,28,0,139,0,42,4,308,139,105,308,194581.68,2015.09,9,17,11,9,14,7,7,170,0,77,0,167
230682,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,50,82.54,305,263,11,252,205,0,0,44,0,3,0,42,3,308,208,44,308,131052.87,1349.42,109,37,20,12,10,14,1,49,205,0,0,47
230683,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,60,74.41,305,263,9,254,189,59,0,6,0,0,0,42,3,308,189,65,308,93336.44,965.91,117,53,27,17,15,13,2,10,189,59,0,6
230684,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,60,56.97,304,262,18,244,0,77,0,28,0,139,0,42,4,308,139,105,308,194581.68,2015.09,9,17,11,9,14,7,7,170,0,77,0,167
230685,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.1,0.15,60,82.54,305,263,11,252,205,0,0,44,0,3,0,42,3,308,208,44,308,131052.87,1349.42,109,37,20,12,10,14,1,49,205,0,0,47
230686,20,-0.08,-0.05,-0.6,-0.4,1,0.2,0.2,0.15,20,65.75,305,263,9,254,98,46,41,0,69,0,0,42,3,308,167,87,308,150694.1,1548.34,29,50,40,135,0,0,0,0,98,46,110,0
