Test,DAYSBACK,PCTMIN,PCTMAX,ATHMIN,ATHMAX,MAXBUYS,BUYDROP,TARGET,STOPLOSS,MAXDURA,WinRate,TotalTrade,Executed,Open,Closed,ProfitTGT,LossSL,LossFEMD,LossFECD,ProfitFEMD,ProfitFECD,Pending,Expired,Invalid,TotalRows,Wins,Losses,TotalStock,SumProfit,SumGainFin,Dur5,Dur10,Dur15,Dur20,Dur25,Dur30,Dur35,Dur40,ExitTGT,ExitSL,ExitFEMD,ExitFECD
67776,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.1,0.15,30,63.81,10919,10722,447,10275,5515,0,3719,0,1041,0,0,197,95,11014,6556,3719,11014,2217849.63,22700.31,1748,1277,920,630,536,5164,0,0,5515,0,4760,0
67777,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.1,0.15,40,60.26,10936,10739,468,10271,5641,2638,1169,275,328,220,0,197,78,11014,6189,4082,11014,951034.97,9739.61,2050,1689,1397,914,764,562,522,2373,5641,2638,1497,495
67778,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.1,0.15,40,46.77,10931,10734,743,9991,0,3074,1822,422,2319,2354,0,197,83,11014,4673,5318,11014,414534.02,3923.38,305,449,556,361,390,299,592,7039,0,3074,4141,2776
67779,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.1,0.15,40,66.03,10919,10722,493,10229,6011,0,2614,861,369,374,0,197,95,11014,6754,3475,11014,2289066.28,23368.25,1748,1277,920,630,536,404,319,4395,6011,0,2983,1235
67780,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.1,0.15,50,60.02,10936,10739,468,10271,5658,2710,0,1396,0,507,0,197,78,11014,6165,4106,11014,854847.96,8784.87,2050,1689,1397,914,764,562,522,2373,5658,2710,0,1903
67781,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.1,0.15,50,45.9,10931,10734,743,9991,0,3196,0,2209,0,4586,0,197,83,11014,4586,5405,11014,167267.8,1390.31,305,449,556,361,390,299,592,7039,0,3196,0,6795
67782,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.1,0.15,50,65.9,10919,10722,493,10229,6032,0,0,3488,0,709,0,197,95,11014,6741,3488,11014,2100328.07,21464.87,1748,1277,920,630,536,404,319,4395,6032,0,0,4197
67783,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.1,0.15,60,60.02,10936,10739,468,10271,5658,2710,0,1396,0,507,0,197,78,11014,6165,4106,11014,854847.96,8784.87,2050,1689,1397,914,764,562,522,2373,5658,2710,0,1903
67784,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.1,0.15,60,45.9,10931,10734,743,9991,0,3196,0,2209,0,4586,0,197,83,11014,4586,5405,11014,167267.8,1390.31,305,449,556,361,390,299,592,7039,0,3196,0,6795
67785,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.1,0.15,60,65.9,10919,10722,493,10229,6032,0,0,3488,0,709,0,197,95,11014,6741,3488,11014,2100328.07,21464.87,1748,1277,920,630,536,404,319,4395,6032,0,0,4197
67786,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,20,52.0,10936,10739,291,10448,1502,1665,3350,0,3931,0,0,197,78,11014,5433,5015,11014,1288083.75,13104.22,516,878,1016,8038,0,0,0,0,1502,1665,7281,0
67787,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,20,51.52,10934,10737,306,10431,0,1671,3386,0,5374,0,0,197,80,11014,5374,5057,11014,1038105.49,10579.57,305,449,556,9121,0,0,0,0,0,1671,8760,0
67788,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,20,53.37,10922,10725,293,10432,1518,0,4864,0,4050,0,0,197,92,11014,5568,4864,11014,1679130.68,17037.75,211,429,472,9320,0,0,0,0,1518,0,8914,0
67789,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,30,50.73,10934,10737,583,10154,2282,2333,2670,0,2868,1,0,197,80,11014,5151,5003,11014,1404757.72,14133.34,516,878,1016,757,798,6189,0,0,2282,2333,5538,1
67790,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,30,49.41,10931,10734,649,10085,0,2359,2743,0,4982,1,0,197,83,11014,4983,5102,11014,797425.57,8094.63,305,449,556,361,390,8024,0,0,0,2359,7725,1
67791,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,30,54.91,10912,10715,601,10114,2358,0,4560,0,3195,1,0,197,102,11014,5554,4560,11014,2447527.37,24783.48,211,429,472,406,447,8149,0,0,2358,0,7755,1
67792,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,40,49.05,10934,10737,647,10090,2712,3023,1712,406,1209,1028,0,197,80,11014,4949,5141,11014,1150997.68,11575.66,516,878,1016,757,798,651,718,4756,2712,3023,2921,1434
67793,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,40,46.77,10931,10734,743,9991,0,3074,1822,422,2319,2354,0,197,83,11014,4673,5318,11014,414534.02,3923.38,305,449,556,361,390,299,592,7039,0,3074,4141,2776
67794,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,40,55.05,10912,10715,674,10041,2857,0,3454,1059,1317,1354,0,197,102,11014,5528,4513,11014,2621705.94,26594.24,211,429,472,406,447,394,416,7266,2857,0,4771,2413
67795,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,50,48.5,10934,10737,647,10090,2729,3137,0,2059,0,2165,0,197,80,11014,4894,5196,11014,983065.75,9906.27,516,878,1016,757,798,651,718,4756,2729,3137,0,4224
67796,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,50,45.9,10931,10734,743,9991,0,3196,0,2209,0,4586,0,197,83,11014,4586,5405,11014,167267.8,1390.31,305,449,556,361,390,299,592,7039,0,3196,0,6795
67797,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,50,54.66,10912,10715,674,10041,2877,0,0,4553,0,2611,0,197,102,11014,5488,4553,11014,2328858.12,23656.81,211,429,472,406,447,394,416,7266,2877,0,0,7164
67798,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,60,48.5,10934,10737,647,10090,2729,3137,0,2059,0,2165,0,197,80,11014,4894,5196,11014,983065.75,9906.27,516,878,1016,757,798,651,718,4756,2729,3137,0,4224
67799,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,60,45.9,10931,10734,743,9991,0,3196,0,2209,0,4586,0,197,83,11014,4586,5405,11014,167267.8,1390.31,305,449,556,361,390,299,592,7039,0,3196,0,6795
67800,5,-0.06,-0.01,-0.4,-0.25,2,0.2,0.2,0.15,60,54.66,10912,10715,674,10041,2877,0,0,4553,0,2611,0,197,102,11014,5488,4553,11014,2328858.12,23656.81,211,429,472,406,447,394,416,7266,2877,0,0,7164
67801,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,20,70.88,309,263,2,261,170,45,31,0,15,0,0,46,2,311,185,76,311,84599.25,881.0,121,50,28,62,0,0,0,0,170,45,46,0
67802,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,20,62.6,309,263,9,254,0,50,45,0,159,0,0,46,2,311,159,95,311,197214.64,2030.64,11,16,14,213,0,0,0,0,0,50,204,0
67803,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,20,74.33,309,263,2,261,178,0,67,0,16,0,0,46,2,311,194,67,311,109513.22,1135.41,111,36,21,93,0,0,0,0,178,0,83,0
67804,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,30,72.94,309,263,8,255,183,58,11,0,3,0,0,46,2,311,186,69,311,85961.68,902.12,121,50,28,16,15,25,0,0,183,58,14,0
67805,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,30,60.82,309,263,18,245,0,71,25,0,149,0,0,46,2,311,149,96,311,193579.4,2022.04,11,16,14,9,13,182,0,0,0,71,174,0
67806,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,30,80.16,309,263,11,252,198,0,50,0,4,0,0,46,2,311,202,50,311,132183.59,1377.96,111,36,21,10,9,65,0,0,198,0,54,0
67807,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,40,73.73,309,263,8,255,186,62,5,0,2,0,0,46,2,311,188,67,311,84783.89,892.59,121,50,28,16,15,11,5,9,186,62,7,0
67808,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,40,58.61,308,262,18,244,0,81,19,1,30,113,0,46,3,311,143,101,311,225450.23,2363.65,11,16,14,9,13,8,9,164,0,81,49,114
67809,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,40,83.67,308,262,11,251,205,0,36,5,2,3,0,46,3,311,210,41,311,142777.78,1474.16,111,36,21,10,9,11,4,49,205,0,38,8
67810,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,50,72.94,309,263,8,255,186,64,0,5,0,0,0,46,2,311,186,69,311,82142.81,866.07,121,50,28,16,15,11,5,9,186,64,0,5
67811,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,50,56.97,308,262,18,244,0,84,0,21,0,139,0,46,3,311,139,105,311,218744.0,2294.19,11,16,14,9,13,8,9,164,0,84,0,160
67812,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,50,83.67,308,262,11,251,205,0,0,41,0,5,0,46,3,311,210,41,311,138337.04,1431.1,111,36,21,10,9,11,4,49,205,0,0,46
67813,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,60,72.94,309,263,8,255,186,64,0,5,0,0,0,46,2,311,186,69,311,82142.81,866.07,121,50,28,16,15,11,5,9,186,64,0,5
67814,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,60,56.97,308,262,18,244,0,84,0,21,0,139,0,46,3,311,139,105,311,218744.0,2294.19,11,16,14,9,13,8,9,164,0,84,0,160
67815,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.1,0.15,60,83.67,308,262,11,251,205,0,0,41,0,5,0,46,3,311,210,41,311,138337.04,1431.1,111,36,21,10,9,11,4,49,205,0,0,46
67816,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,20,64.2,309,263,6,257,107,50,42,0,58,0,0,46,2,311,165,92,311,153332.68,1588.91,37,49,44,127,0,0,0,0,107,50,100,0
67817,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,20,62.6,309,263,9,254,0,50,45,0,159,0,0,46,2,311,159,95,311,197214.64,2030.64,11,16,14,213,0,0,0,0,0,50,204,0
67818,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,20,68.09,309,263,6,257,111,0,82,0,64,0,0,46,2,311,175,82,311,185559.25,1917.5,26,34,30,167,0,0,0,0,111,0,146,0
67819,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,30,63.86,309,263,14,249,124,69,21,0,35,0,0,46,2,311,159,90,311,149584.79,1556.92,37,49,44,27,21,71,0,0,124,69,56,0
67820,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,30,60.82,309,263,18,245,0,71,25,0,149,0,0,46,2,311,149,96,311,193579.4,2022.04,11,16,14,9,13,182,0,0,0,71,174,0
67821,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,30,71.54,309,263,17,246,131,0,70,0,45,0,0,46,2,311,176,70,311,207294.66,2151.38,26,34,30,21,11,124,0,0,131,0,115,0
67822,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,40,63.05,309,263,14,249,130,76,15,1,8,19,0,46,2,311,157,92,311,148578.4,1555.11,37,49,44,27,21,15,9,47,130,76,23,20
67823,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,40,58.61,308,262,18,244,0,81,19,1,30,113,0,46,3,311,143,101,311,225450.23,2363.65,11,16,14,9,13,8,9,164,0,81,49,114
67824,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,40,73.47,308,262,17,245,141,0,53,12,10,29,0,46,3,311,180,65,311,219385.52,2270.05,26,34,30,21,11,9,7,107,141,0,63,41
67825,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,50,61.85,309,263,14,249,130,78,0,17,0,24,0,46,2,311,154,95,311,144695.91,1516.18,37,49,44,27,21,15,9,47,130,78,0,41
67826,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,50,56.97,308,262,18,244,0,84,0,21,0,139,0,46,3,311,139,105,311,218744.0,2294.19,11,16,14,9,13,8,9,164,0,84,0,160
67827,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,50,73.06,308,262,17,245,142,0,0,66,0,37,0,46,3,311,179,66,311,213233.87,2210.5,26,34,30,21,11,9,7,107,142,0,0,103
67828,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,60,61.85,309,263,14,249,130,78,0,17,0,24,0,46,2,311,154,95,311,144695.91,1516.18,37,49,44,27,21,15,9,47,130,78,0,41
67829,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,60,56.97,308,262,18,244,0,84,0,21,0,139,0,46,3,311,139,105,311,218744.0,2294.19,11,16,14,9,13,8,9,164,0,84,0,160
67830,10,-0.1,-0.05,-0.6,-0.45,1,0.1,0.2,0.15,60,73.06,308,262,17,245,142,0,0,66,0,37,0,46,3,311,179,66,311,213233.87,2210.5,26,34,30,21,11,9,7,107,142,0,0,103
67831,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,20,70.88,309,263,2,261,170,45,31,0,15,0,0,46,2,311,185,76,311,84599.25,881.0,121,50,28,62,0,0,0,0,170,45,46,0
67832,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,20,62.6,309,263,9,254,0,50,45,0,159,0,0,46,2,311,159,95,311,197214.64,2030.64,11,16,14,213,0,0,0,0,0,50,204,0
67833,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,20,74.33,309,263,2,261,178,0,67,0,16,0,0,46,2,311,194,67,311,109513.22,1135.41,111,36,21,93,0,0,0,0,178,0,83,0
67834,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,30,72.94,309,263,8,255,183,58,11,0,3,0,0,46,2,311,186,69,311,85961.68,902.12,121,50,28,16,15,25,0,0,183,58,14,0
67835,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,30,60.82,309,263,18,245,0,71,25,0,149,0,0,46,2,311,149,96,311,193579.4,2022.04,11,16,14,9,13,182,0,0,0,71,174,0
67836,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,30,80.16,309,263,11,252,198,0,50,0,4,0,0,46,2,311,202,50,311,132183.59,1377.96,111,36,21,10,9,65,0,0,198,0,54,0
67837,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,40,73.73,309,263,8,255,186,62,5,0,2,0,0,46,2,311,188,67,311,84783.89,892.59,121,50,28,16,15,11,5,9,186,62,7,0
67838,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,40,58.61,308,262,18,244,0,81,19,1,30,113,0,46,3,311,143,101,311,225450.23,2363.65,11,16,14,9,13,8,9,164,0,81,49,114
67839,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,40,83.67,308,262,11,251,205,0,36,5,2,3,0,46,3,311,210,41,311,142777.78,1474.16,111,36,21,10,9,11,4,49,205,0,38,8
67840,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,50,72.94,309,263,8,255,186,64,0,5,0,0,0,46,2,311,186,69,311,82142.81,866.07,121,50,28,16,15,11,5,9,186,64,0,5
67841,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,50,56.97,308,262,18,244,0,84,0,21,0,139,0,46,3,311,139,105,311,218744.0,2294.19,11,16,14,9,13,8,9,164,0,84,0,160
67842,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,50,83.67,308,262,11,251,205,0,0,41,0,5,0,46,3,311,210,41,311,138337.04,1431.1,111,36,21,10,9,11,4,49,205,0,0,46
67843,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,60,72.94,309,263,8,255,186,64,0,5,0,0,0,46,2,311,186,69,311,82142.81,866.07,121,50,28,16,15,11,5,9,186,64,0,5
67844,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,60,56.97,308,262,18,244,0,84,0,21,0,139,0,46,3,311,139,105,311,218744.0,2294.19,11,16,14,9,13,8,9,164,0,84,0,160
67845,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.1,0.15,60,83.67,308,262,11,251,205,0,0,41,0,5,0,46,3,311,210,41,311,138337.04,1431.1,111,36,21,10,9,11,4,49,205,0,0,46
67846,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,20,64.2,309,263,6,257,107,50,42,0,58,0,0,46,2,311,165,92,311,153332.68,1588.91,37,49,44,127,0,0,0,0,107,50,100,0
67847,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,20,62.6,309,263,9,254,0,50,45,0,159,0,0,46,2,311,159,95,311,197214.64,2030.64,11,16,14,213,0,0,0,0,0,50,204,0
67848,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,20,68.09,309,263,6,257,111,0,82,0,64,0,0,46,2,311,175,82,311,185559.25,1917.5,26,34,30,167,0,0,0,0,111,0,146,0
67849,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,30,63.86,309,263,14,249,124,69,21,0,35,0,0,46,2,311,159,90,311,149584.79,1556.92,37,49,44,27,21,71,0,0,124,69,56,0
67850,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,30,60.82,309,263,18,245,0,71,25,0,149,0,0,46,2,311,149,96,311,193579.4,2022.04,11,16,14,9,13,182,0,0,0,71,174,0
67851,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,30,71.54,309,263,17,246,131,0,70,0,45,0,0,46,2,311,176,70,311,207294.66,2151.38,26,34,30,21,11,124,0,0,131,0,115,0
67852,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,40,63.05,309,263,14,249,130,76,15,1,8,19,0,46,2,311,157,92,311,148578.4,1555.11,37,49,44,27,21,15,9,47,130,76,23,20
67853,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,40,58.61,308,262,18,244,0,81,19,1,30,113,0,46,3,311,143,101,311,225450.23,2363.65,11,16,14,9,13,8,9,164,0,81,49,114
67854,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,40,73.47,308,262,17,245,141,0,53,12,10,29,0,46,3,311,180,65,311,219385.52,2270.05,26,34,30,21,11,9,7,107,141,0,63,41
67855,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,50,61.85,309,263,14,249,130,78,0,17,0,24,0,46,2,311,154,95,311,144695.91,1516.18,37,49,44,27,21,15,9,47,130,78,0,41
67856,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,50,56.97,308,262,18,244,0,84,0,21,0,139,0,46,3,311,139,105,311,218744.0,2294.19,11,16,14,9,13,8,9,164,0,84,0,160
67857,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,50,73.06,308,262,17,245,142,0,0,66,0,37,0,46,3,311,179,66,311,213233.87,2210.5,26,34,30,21,11,9,7,107,142,0,0,103
67858,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,60,61.85,309,263,14,249,130,78,0,17,0,24,0,46,2,311,154,95,311,144695.91,1516.18,37,49,44,27,21,15,9,47,130,78,0,41
67859,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,60,56.97,308,262,18,244,0,84,0,21,0,139,0,46,3,311,139,105,311,218744.0,2294.19,11,16,14,9,13,8,9,164,0,84,0,160
67860,10,-0.1,-0.05,-0.6,-0.45,1,0.2,0.2,0.15,60,73.06,308,262,17,245,142,0,0,66,0,37,0,46,3,311,179,66,311,213233.87,2210.5,26,34,30,21,11,9,7,107,142,0,0,103
67861,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,20,72.8,309,263,2,261,174,45,26,0,16,0,0,46,2,311,190,71,311,88779.9,1170.01,122,52,31,56,0,0,0,0,174,45,42,0
67862,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,20,64.96,309,263,9,254,0,50,39,0,165,0,0,46,2,311,165,89,311,222906.26,2402.87,11,16,14,213,0,0,0,0,0,50,204,0
67863,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,20,78.16,309,263,2,261,185,0,57,0,19,0,0,46,2,311,204,57,311,128222.41,1461.2,113,40,22,86,0,0,0,0,185,0,76,0
67864,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,30,74.12,309,263,8,255,185,57,9,0,4,0,0,46,2,311,189,66,311,85769.67,1186.19,122,52,31,14,15,21,0,0,185,57,13,0
67865,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,30,61.22,309,263,18,245,0,71,24,0,150,0,0,46,2,311,150,95,311,213929.94,2452.51,11,16,14,9,13,182,0,0,0,71,174,0
67866,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,30,86.11,309,263,11,252,208,0,35,0,9,0,0,46,2,311,217,35,311,167483.9,1704.11,113,40,22,10,13,54,0,0,208,0,44,0
67867,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,40,74.9,309,263,8,255,188,60,4,0,3,0,0,46,2,311,191,64,311,83173.6,1184.85,122,52,31,14,15,8,4,9,188,60,7,0
67868,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,40,59.43,308,262,18,244,0,81,17,1,32,113,0,46,3,311,145,99,311,238895.82,2815.64,11,16,14,9,13,8,9,164,0,81,49,114
67869,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,40,88.05,308,262,11,251,214,0,27,3,5,2,0,46,3,311,221,30,311,182852.95,1780.58,113,40,22,10,13,10,4,39,214,0,32,5
67870,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,50,73.73,309,263,8,255,188,62,0,5,0,0,0,46,2,311,188,67,311,78865.7,1157.5,122,52,31,14,15,8,4,9,188,62,0,5
67871,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,50,57.79,308,262,18,244,0,84,0,19,0,141,0,46,3,311,141,103,311,229797.07,2744.98,11,16,14,9,13,8,9,164,0,84,0,160
67872,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,50,86.85,308,262,11,251,214,0,0,33,0,4,0,46,3,311,218,33,311,173155.8,1725.21,113,40,22,10,13,10,4,39,214,0,0,37
67873,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,60,73.73,309,263,8,255,188,62,0,5,0,0,0,46,2,311,188,67,311,78865.7,1157.5,122,52,31,14,15,8,4,9,188,62,0,5
67874,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,60,57.79,308,262,18,244,0,84,0,19,0,141,0,46,3,311,141,103,311,229797.07,2744.98,11,16,14,9,13,8,9,164,0,84,0,160
67875,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.1,0.15,60,86.85,308,262,11,251,214,0,0,33,0,4,0,46,3,311,218,33,311,173155.8,1725.21,113,40,22,10,13,10,4,39,214,0,0,37
67876,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,20,66.54,309,263,6,257,110,50,36,0,61,0,0,46,2,311,171,86,311,170214.58,1935.58,38,52,43,124,0,0,0,0,110,50,97,0
67877,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,20,64.96,309,263,9,254,0,50,39,0,165,0,0,46,2,311,165,89,311,222906.26,2402.87,11,16,14,213,0,0,0,0,0,50,204,0
67878,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,20,72.76,309,263,6,257,117,0,70,0,70,0,0,46,2,311,187,70,311,226368.86,2334.8,27,37,32,161,0,0,0,0,117,0,140,0
67879,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,30,64.26,309,263,14,249,130,69,20,0,30,0,0,46,2,311,160,89,311,167343.07,1948.97,38,52,43,27,21,68,0,0,130,69,50,0
67880,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,30,61.22,309,263,18,245,0,71,24,0,150,0,0,46,2,311,150,95,311,213929.94,2452.51,11,16,14,9,13,182,0,0,0,71,174,0
67881,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,30,76.83,309,263,17,246,142,0,57,0,47,0,0,46,2,311,189,57,311,273870.53,2632.98,27,37,32,21,12,117,0,0,142,0,104,0
67882,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,40,64.26,309,263,14,249,136,76,12,1,10,14,0,46,2,311,160,89,311,165393.96,1977.14,38,52,43,27,21,18,10,40,136,76,22,15
67883,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,40,59.43,308,262,18,244,0,81,17,1,32,113,0,46,3,311,145,99,311,238895.82,2815.64,11,16,14,9,13,8,9,164,0,81,49,114
67884,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,40,79.59,308,262,17,245,153,0,44,6,16,26,0,46,3,311,195,50,311,293646.64,2766.46,27,37,32,21,12,13,7,96,153,0,60,32
67885,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,50,63.05,309,263,14,249,136,78,0,14,0,21,0,46,2,311,157,92,311,160276.23,1941.27,38,52,43,27,21,18,10,40,136,78,0,35
67886,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,50,57.79,308,262,18,244,0,84,0,19,0,141,0,46,3,311,141,103,311,229797.07,2744.98,11,16,14,9,13,8,9,164,0,84,0,160
67887,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,50,78.37,308,262,17,245,153,0,0,53,0,39,0,46,3,311,192,53,311,283515.9,2706.25,27,37,32,21,12,13,7,96,153,0,0,92
67888,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,60,63.05,309,263,14,249,136,78,0,14,0,21,0,46,2,311,157,92,311,160276.23,1941.27,38,52,43,27,21,18,10,40,136,78,0,35
67889,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,60,57.79,308,262,18,244,0,84,0,19,0,141,0,46,3,311,141,103,311,229797.07,2744.98,11,16,14,9,13,8,9,164,0,84,0,160
67890,10,-0.1,-0.05,-0.6,-0.45,2,0.1,0.2,0.15,60,78.37,308,262,17,245,153,0,0,53,0,39,0,46,3,311,192,53,311,283515.9,2706.25,27,37,32,21,12,13,7,96,153,0,0,92
67891,10,-0.1,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,20,70.88,309,263,2,261,170,45,31,0,15,0,0,46,2,311,185,76,311,84599.25,881.0,121,50,28,62,0,0,0,0,170,45,46,0
67892,10,-0.1,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,20,62.6,309,263,9,254,0,50,45,0,159,0,0,46,2,311,159,95,311,197214.64,2030.64,11,16,14,213,0,0,0,0,0,50,204,0
67893,10,-0.1,-0.05,-0.6,-0.45,2,0.2,0.1,0.15,20,74.33,309,263,2,261,178,0,67,0,16,0,0,46,2,311,194,67,311,109513.22,1135.41,111,36,21,93,0,0,0,0,178,0,83,0
